NU_INSCRICAO,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_SURDEZ,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_GESTANTE,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Q001,Q002,Q006,Q025
190001690363,15,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,409.2,454.9,563.5,645.2,Inglês,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",2.5 a 3 SM,Sim
190001690365,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,466.0,541.6,513.1,481.3,Inglês,Sem problemas,720.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 SM,Sim
190001690371,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,430.9,516.1,538.6,466.2,Inglês,Sem problemas,720.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Sim
190001690383,19,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,453.6,570.8,577.7,609.8,Espanhol,Sem problemas,760.0,Não sei.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001690418,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,504.8,403.6,493.4,482.4,Inglês,Sem problemas,500.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001690419,17,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,544.8,595.2,553.6,581.4,Espanhol,Sem problemas,700.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",5 a 6 SM,Sim
190001690423,28,M,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2009,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,530.0,589.3,593.7,535.6,Espanhol,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Não
190001690432,17,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,385.5,384.6,479.9,362.7,Inglês,Sem problemas,280.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001690437,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,546.1,540.6,557.4,516.8,Inglês,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",2.5 a 3 SM,Sim
190001690439,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,556.0,586.2,590.3,670.9,Inglês,Sem problemas,760.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",6 a 7 SM,Sim
190001690442,20,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,559.8,608.0,619.0,701.5,Inglês,Sem problemas,920.0,Completou a Pós-graduação.,Completou a Pós-graduação.,10 a 12 SM,Sim
190001690444,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,405.0,519.7,497.4,476.1,Espanhol,Sem problemas,580.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001690445,29,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2008,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,490.4,572.3,569.2,427.0,Espanhol,Sem problemas,600.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001690446,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,542.9,630.1,594.9,615.6,Inglês,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",7 a 8 SM,Sim
190001690468,28,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2008,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,615.2,656.4,609.9,634.1,Espanhol,Sem problemas,800.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001690469,21,F,Solteiro(a),Parda,Brasileiro(a),AM,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,479.3,583.4,610.7,559.5,Inglês,Sem problemas,620.0,Não sei.,"Completou a Faculdade, mas não completou a Pós-graduação.",2.5 a 3 SM,Sim
190001690475,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,458.9,573.3,573.7,436.2,Inglês,Sem problemas,640.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",Mais de 20 SM,Sim
190001690480,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,651.5,629.7,590.7,850.1,Inglês,Sem problemas,920.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,5 a 6 SM,Sim
190001690483,17,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,534.3,600.1,601.4,715.7,Inglês,Sem problemas,720.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001690492,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,465.0,458.0,569.0,560.0,Inglês,Sem problemas,640.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Sim
190001690502,21,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,Não informado,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,384.5,470.9,525.5,391.7,Inglês,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001690511,19,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,398.7,389.3,489.7,490.4,Espanhol,Sem problemas,560.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Não
190001690512,19,M,Solteiro(a),Não declarado,Brasileiro(a),SC,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,634.2,666.9,611.2,705.4,Inglês,Sem problemas,640.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação.",15 a 20 SM,Sim
190001690517,22,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2015,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,552.8,569.3,647.9,598.7,Inglês,Sem problemas,680.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001690526,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,486.8,549.0,573.2,614.0,Espanhol,Sem problemas,620.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001690528,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,595.2,605.1,580.2,590.5,Inglês,Sem problemas,820.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",2 a 2.5 SM,Sim
190001690533,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,581.6,642.9,622.5,769.2,Inglês,Sem problemas,960.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",5 a 6 SM,Sim
190001690535,16,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,507.3,551.2,588.0,542.3,Inglês,Sem problemas,780.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",10 a 12 SM,Sim
190001690546,20,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,626.6,645.3,609.1,787.0,Espanhol,Sem problemas,960.0,Completou a Pós-graduação.,Completou a Pós-graduação.,Mais de 20 SM,Sim
190001690547,21,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,404.1,430.9,451.5,369.4,Espanhol,Sem problemas,520.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Não
190001690556,20,F,Solteiro(a),Parda,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,585.4,623.7,593.8,685.5,Espanhol,Sem problemas,840.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",6 a 7 SM,Sim
190001690564,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,661.1,645.4,672.7,793.6,Inglês,Sem problemas,940.0,Completou a Pós-graduação.,"Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001690568,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,565.2,607.8,610.6,470.2,Inglês,Sem problemas,940.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Sim
190001690603,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,614.5,581.9,585.6,737.9,Inglês,Sem problemas,800.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",12 a 15 SM,Sim
190001690629,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,607.2,639.6,622.7,740.5,Inglês,Sem problemas,840.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",Mais de 20 SM,Sim
190001690637,27,M,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2009,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,544.4,525.6,575.0,681.3,Inglês,Sem problemas,760.0,"Completou a Faculdade, mas não completou a Pós-graduação.",Completou a Pós-graduação.,Mais de 20 SM,Sim
190001690638,19,M,Divorciado(a)/Desquitado(a)/Separado(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,572.8,673.3,653.8,673.9,Inglês,Sem problemas,820.0,"Completou o Ensino Médio, mas não completou a Faculdade.",Completou a Pós-graduação.,10 a 12 SM,Não
190001690642,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,428.7,530.8,543.1,419.8,Espanhol,Sem problemas,660.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001690643,34,M,Solteiro(a),Não declarado,Brasileiro(a),RS,Já concluí o Ensino Médio,2008,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,510.3,530.4,426.4,477.2,Espanhol,Sem problemas,580.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1.5 a 2 SM,Não
190001690654,20,M,Casado(a)/Mora com companheiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,455.0,555.4,532.6,482.1,Espanhol,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Sim
190001690667,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,missing value,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,377.3,544.5,509.6,422.8,Espanhol,Sem problemas,560.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",4 a 5 SM,Sim
190001690668,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,508.9,532.1,510.2,497.9,Espanhol,Sem problemas,440.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",2 a 2.5 SM,Sim
190001690670,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,474.6,548.6,550.8,665.6,Inglês,Sem problemas,580.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",2.5 a 3 SM,Sim
190001690677,18,F,Solteiro(a),Branca,Brasileiro(a),BA,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,471.1,506.0,548.2,652.1,Espanhol,Sem problemas,740.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",9 a 10 SM,Sim
190001690685,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,503.0,624.8,550.6,706.0,Inglês,Sem problemas,620.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou o Ensino Médio, mas não completou a Faculdade.",1 a 1.5 SM,Sim
190001690700,17,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio após 2019,Não informado,Não Respondeu,missing value,Sim,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,536.4,584.6,601.9,594.4,Inglês,Sem problemas,760.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001690703,20,M,Solteiro(a),Preta,Brasileiro(a),SC,Já concluí o Ensino Médio,2018,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,538.2,563.6,498.6,506.9,Inglês,Sem problemas,680.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",4 a 5 SM,Sim
190001690721,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,412.8,537.4,533.2,396.5,Espanhol,Sem problemas,600.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 SM,Sim
190001690725,23,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2016,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,342.2,443.2,499.1,372.4,Inglês,Sem problemas,560.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
190001690737,18,F,Solteiro(a),Branca,Brasileiro(a),SC,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,390.0,595.6,604.7,424.6,Inglês,Sem problemas,640.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",7 a 8 SM,Sim
190001690739,40,F,Não informado,Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,441.6,467.9,504.7,513.6,Espanhol,Sem problemas,600.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Não
190001690753,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,533.9,554.2,572.6,517.5,Espanhol,Sem problemas,940.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001690756,18,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,527.1,571.5,542.1,483.9,Espanhol,Em Branco,0.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou o Ensino Médio, mas não completou a Faculdade.",1.5 a 2 SM,Sim
190001690762,18,M,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,375.7,465.0,516.2,491.9,Espanhol,Sem problemas,620.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1 a 1.5 SM,Sim
190001690763,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,515.6,527.3,562.2,483.0,Inglês,Sem problemas,940.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001690764,27,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2008,Não Respondeu,missing value,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,555.1,555.4,538.1,480.0,Espanhol,Sem problemas,520.0,"Completou o Ensino Médio, mas não completou a Faculdade.","Completou a Faculdade, mas não completou a Pós-graduação.",2 a 2.5 SM,Sim
190001690768,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,499.6,578.2,568.0,492.1,Espanhol,Sem problemas,580.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",Não completou a 4ª série/5º ano do Ensino Fundamental.,1 a 1.5 SM,Não
190001690772,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2018,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,450.8,451.7,511.3,374.8,Espanhol,Sem problemas,480.0,Não sei.,Completou a Pós-graduação.,1.5 a 2 SM,Sim
190001690786,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,534.7,446.0,542.9,482.7,Espanhol,Sem problemas,620.0,Não completou a 4ª série/5º ano do Ensino Fundamental.,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.",1.5 a 2 SM,Não
190001690792,18,F,Solteiro(a),Branca,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Privada,Ensino Regular,Não,Privada,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,574.0,618.8,616.6,721.9,Inglês,Sem problemas,940.0,"Completou a Faculdade, mas não completou a Pós-graduação.","Completou a Faculdade, mas não completou a Pós-graduação.",10 a 12 SM,Sim
190001690796,19,F,Solteiro(a),Branca,Brasileiro(a),RS,Já concluí o Ensino Médio,2017,Não Respondeu,Ensino Regular,Não,missing value,missing value,missing value,Não,Não,Não,Não,Não,Não,Não,Não,Não,482.6,439.7,497.6,511.0,Espanhol,Sem problemas,560.0,"Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.","Completou a 4ª série/5º ano, mas não completou a 8ª série/9º ano do Ensino Fundamental.",1 a 1.5 SM,Sim
190001690797,29,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,missing value,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,489.9,582.7,527.7,557.5,Inglês,Sem problemas,560.0,Não sei.,"Completou o Ensino Médio, mas não completou a Faculdade.",1 SM,Não
190001690801,17,F,Solteiro(a),Parda,Brasileiro(a),RS,Estou cursando e concluirei o Ensino Médio em 2019,Não informado,Pública,Ensino Regular,Não,Estadual,Urbana,Em atividade,Não,Não,Não,Não,Não,Não,Não,Não,Não,468.1,569.9,561.9,451.8,Inglês,Sem problemas,640.0,"Completou a 8ª série/9º ano do Ensino Fundamental, mas não completou o Ensino Médio.","Completou o Ensino Médio, mas não completou a Faculdade.",3 a 4 SM,Sim
